Department,PrjInvId,Project Id,Person,NetId,Role,Start,End,Cost,Type,Title
Chemical and Biomolecular Engineering,73147-3415,73147,"ENGSTROM, JAMES R",JRE7,PI,2014,2015,75000,CONTRACT,DEVELOPING SELECTIVE AREA ATOMIC LAYER DEPOSITION PROCESSES FOR SINGLE DIGIT NANOMETER TECHNOLOGIES
Chemical and Biomolecular Engineering,73177-3415,73177,"ENGSTROM, JAMES R",JRE7,PI,2014,2015,90000,CONTRACT,EXPLORATION OF ALTERNATIVE APPROACHES TO SELECTIVE AREA ATOMIC LAYER DEPOSITION
Chemical and Biomolecular Engineering,73283-20287,73283,"TESTER, JEFFERSON",JWT54,CO,2014,2015,407906,COOP,LOW TEMPERATURE GEOTHERMAL PLAY FAIRWAY ANALYSIS FOR THE APPALACHIAN BASIN
Chemical and Biomolecular Engineering,73441-2320,73441,"KOCH, DONALD L",DLK15,CO,2014,2017,475836,COOP,A REACTIVE TRACER METHOD FOR PREDICTING EGS RESERVOIR GEOMETRY AND THERMAL LIFETIME: DEVELOPMENT AND FIELD VALIDATION
Chemical and Biomolecular Engineering,73441-20287,73441,"TESTER, JEFFERSON",JWT54,PI,2014,2017,475836,COOP,A REACTIVE TRACER METHOD FOR PREDICTING EGS RESERVOIR GEOMETRY AND THERMAL LIFETIME: DEVELOPMENT AND FIELD VALIDATION
Chemical and Biomolecular Engineering,70777-3591,70777,"STROOCK, ABRAHAM D",ADS10,PI,2015,2018,450000,GRANT,PLANT-MIMETIC FUNCTIONAL MATERIALS FOR THERMAL MANAGEMENT AND SUPPRESSION OF FREEZING
Chemical and Biomolecular Engineering,72736-38309,72736,"PASZEK, MATTHEW J",MJP31,KP,2015,2018,1095257,GRANT,FAST INTERFERENCE-BASED SUPER-RESOLUTION MICROSCOPE FOR CANCER MECHANOBIOLOGY
Chemical and Biomolecular Engineering,73274-3591,73274,"STROOCK, ABRAHAM D",ADS10,PI,2015,2016,496178,GRANT,A MICROFLUIDIC WATER POTENTIAL MICRO-SENSOR FOR MONITORING WATER STRESS IN CROPS AND SOILS
Chemical and Biomolecular Engineering,74501-3591,74501,"STROOCK, ABRAHAM D",ADS10,PI,2015,2016,200000,GRANT,PFI:AIR - TT: DEVELOPMENT OF TOOLS AND METHODS FOR EXTENDED MATURITY ANALYSIS OF CONCRETE
Chemical and Biomolecular Engineering,74508-36069,74508,"ZIA, ROSEANNA N",RNZ6,PI,2015,2018,174864,GRANT,COLLABORATIVE RESEARCH: TESTING THE PARADIGMS OF THE COLLOIDA; GLASS: NOVEL CONCENTRATION JUMP EXPERIMENTS AND LARGE SCALE COMPUTER MODELING
Chemical and Biomolecular Engineering,74730-20287,74730,"TESTER, JEFFERSON",JWT54,PI,2015,2016,180000,CONTRACT,TECHNICAL ASSISTANCE IN DEVELOPING STRATEGIES TO REPLACE ESOL HVAC AT DATACENTERS
Chemical and Biomolecular Engineering,74981-4069,74981,"JOO, YONG L",YLJ2,PI,2015,2015,75000,CONTRACT,COARSE-GRAINED MOLECULAR DYNAMICS STUDY OF DIRECTED SELF ASSEMBLY IN BLOCK COPOLYMER LITHOGRAPHY
Chemical and Biomolecular Engineering,75079-3713,75079,"ARCHER, LYNDEN A",LAA25,PI,2015,2018,300000,GRANT,RELAXATION DYNAMICS OF PARTICLES AND POLYMERS IN SOFT GLASSYSUSPENSIONS
Chemical and Biomolecular Engineering,75371-2320,75371,"KOCH, DONALD L",DLK15,PI,2015,2018,518483,GRANT,"SEDIMENTATION, ORIENTATION AND DISPERSAL OF RAMIFIED PARTICLES IN A TURBULENT ENVIRONMENT"
Chemical and Biomolecular Engineering,75873-20287,75873,"TESTER, JEFFERSON",JWT54,PI,2015,2016,30000,CONTRACT,UTILIZING GEOTHERMAL HEAT FOR HYDROTHERMAL LIQUEFACTION OF ALGAE
Chemical and Biomolecular Engineering,76502-4069,76502,"JOO, YONG L",YLJ2,PI,2015,2017,250000,CONTRACT,"NOVEL ELECTROSPRAY PROCESS FOR NANOSTRUCTURED CARBON, CERAMIC AND METAL OXIDE PRECURSOR SYSTEMS FORCOATING APPLICATIONS"
Civil and Environmental Engineering,58671-1021,58671,"LIU, PHILIP L",PLL3,PI,2009,2015,563970,GRANT,BREAKING AND RUNUP OF TRANSIENT LONG WAVES
Civil and Environmental Engineering,60726-17807,60726,"WARNER, DEREK H",DHW52,PI,2010,2015,1000000,GRANT,IMPROVING CRACK GROWTH PREDICTION AT A1 WELDS IN MARINE ENVIRONMENTS VIA QUANTUM MECHANICS BASED ATOMISTIC MODELING
Civil and Environmental Engineering,60753-1031,60753,"GRIGORIU, MIRCEA D",MDG12,PI,2010,2016,300000,GRANT,EFFECTIVE PROPERTIES OF MULTI-PHASE MATERIALS BY STOCHASTIC REDUCED ORDER MATERIALS (SROMS)
Civil and Environmental Engineering,61892-1293,61892,"RICHARDSON, RUTH",RER26,CO,2011,2016,3198242,GRANT,IGERT: FROM MICROBE TO GLOBAL CLIMATE: RESEARCH AND TRAINING IN CROSS-SCALE BIOGEOCHEMISTRY
Civil and Environmental Engineering,62487-3901,62487,"SHOEMAKER, CHRISTINE A",CAS12,CO,2011,2016,1064047,GRANT,COLLABORATIVE RESEARCH: TYPE 2: IMPROVED REGIONAL AND DECADAL PREDICTIONS OF THE CARBON CYCLE
Civil and Environmental Engineering,63053-1293,63053,"RICHARDSON, RUTH",RER26,PI,2011,2015,1025919,GRANT,IMPROVED UNDERSTANDING OF MICROBIAL IRON AND SULFATE REDUCTION THROUGH A COMBINATION OF BOTTOM-UP AND TOP-DOWN FUNCTIONAL PROTEOMICS ASSAYS
Civil and Environmental Engineering,63889-3901,63889,"SHOEMAKER, CHRISTINE A",CAS12,PI,2011,2015,499867,GRANT,"AF:SMALL: PARALLEL GLOBAL OPTIMIZATION ALGORITHMS WITH ASYNCHRONY, ADAPTIVE RE-PLANNING, AND RESPONSE SURFACES FOR COSTLY SIMULATIONS"
Civil and Environmental Engineering,64585-3901,64585,"SHOEMAKER, CHRISTINE A",CAS12,CO,2011,2016,978005,GRANT,COLLABORATIVE PROJECT: BUILDING IMPROVED OPTIMIZED PARAMETER ESTIMATION ALGORITHMS TO IMPROVE METHANE AND NITROGEN FLUXES IN A CLIMATE MODEL
Civil and Environmental Engineering,64701-2474,64701,"NOZICK, LINDA K",LKN3,PI,2011,2016,1378042,CONTRACT,MATHEMATICAL ANALYSIS IN SUPPORT FOR ORCA
Civil and Environmental Engineering,64758-1031,64758,"GRIGORIU, MIRCEA D",MDG12,CO,2012,2016,749899,GRANT,ESTIMATES OF EXTREME AIR QUALITY EVENTS USING A HIERARCHY OF MODELS: PRESENT AND FUTURE
Civil and Environmental Engineering,67062-2026,67062,"COWEN III, EDWIN A",EAC20,PI,2012,2016,300000,GRANT,TURBULENT SEDIMENT SUSPENSION ABSENT MEAN FLOW-INDUCED SHEAR
Civil and Environmental Engineering,67062-2907,67062,"JENKINS, JAMES T",JTJ2,CO,2012,2016,300000,GRANT,TURBULENT SEDIMENT SUSPENSION ABSENT MEAN FLOW-INDUCED SHEAR
Civil and Environmental Engineering,67983-2474,67983,"NOZICK, LINDA K",LKN3,PI,2013,2015,260000,CONTRACT,DEA PROJECT FOR KAISER PERMANENTE
Civil and Environmental Engineering,68739-1031,68739,"GRIGORIU, MIRCEA D",MDG12,PI,2013,2016,300000,GRANT,PERFORMANCE-BASED MULTI-HAZARD ENGINEERING FOR SEISMIC AND WIND LOADS
Civil and Environmental Engineering,68758-14827,68758,"EARLS, CHRISTOPHER J",CJE23,PI,2013,2015,323710,GRANT,DATA-DRIVEN SIMULATION OF RADAR PROPAGATION WITHIN THE MARINE ATMOSPHERIC BOUNDARY LAYER
Civil and Environmental Engineering,69438-3901,69438,"SHOEMAKER, CHRISTINE A",CAS12,CO,2013,2016,499161,GRANT,SHF: SMALL: DYNAMIC POWER MANAGEMENT IN THE DARK SILICON ERA
Civil and Environmental Engineering,69512-2474,69512,"NOZICK, LINDA K",LKN3,PI,2013,2017,546364,GRANT,"HAZARDS SEES TYPE 2: DYNAMIC INTEGRATION OF NATURAL, HUMAN, AND INFRASTRUCTURE SYSTEMS FOR HURRICANE EVACUATION AND SHELTERING"
Civil and Environmental Engineering,70126-17807,70126,"WARNER, DEREK H",DHW52,PI,2013,2016,0,CONTRACT,MULTI-SCALE PERIDYNAMICS THEORY FOR CORROSION FATIGUE DAMAGE PREDICTION: STTR IP AGREEMENT
Civil and Environmental Engineering,70385-12147,70385,"DIAMESSIS, PETER J",PJD38,PI,2013,2016,318616,GRANT,REYNOLDS NUMBER SCALING AND PARAMETERIZATION OF STRATIFIED TURBULENT WAKES
Civil and Environmental Engineering,70594-17807,70594,"WARNER, DEREK H",DHW52,PI,2013,2017,210000,GRANT,MULTI-SCALE MODELING OF CRACK NUCLEATION AND GROWTH IN ADDITIVELY MANUFACTURED ALLOYS
Civil and Environmental Engineering,71463-1277,71463,"STEWART, HARRY E",HES1,PI,2013,2015,456235,CONTRACT,PERFORMANCE TESTING OF FIELD-AGED CURED-IN-PLACE LINERS FOR CAST IRON PIPING
Civil and Environmental Engineering,71463-1858,71463,"O'ROURKE, THOMAS D",TDO1,KP,2013,2015,456235,CONTRACT,PERFORMANCE TESTING OF FIELD-AGED CURED-IN-PLACE LINERS FOR CAST IRON PIPING
Civil and Environmental Engineering,71657-14827,71657,"EARLS, CHRISTOPHER J",CJE23,PI,2013,2016,345000,GRANT,PARTITIONED FLUID-STRUCTURE INTERACTION SIMULATION CAPABILITY WITH CU-BEN AND NFA
Civil and Environmental Engineering,72187-1858,72187,"O'ROURKE, THOMAS D",TDO1,PI,2013,2014,20000,GRANT,NYS RISE PROJECT WITH NYU POLY
Civil and Environmental Engineering,72006-40890,72006,"HELBLING, DAMIAN E",DEH262,CO,2014,2015,14901,GRANT,APPLICATION OF FOAM FILTRATION TO WATER TREATMENT FOR RAPID EMERGENCY RESPONSE
Civil and Environmental Engineering,72006-3347,72006,"LION, LEONARD W",LWL3,CO,2014,2015,14901,GRANT,APPLICATION OF FOAM FILTRATION TO WATER TREATMENT FOR RAPID EMERGENCY RESPONSE
Civil and Environmental Engineering,72343-1858,72343,"O'ROURKE, THOMAS D",TDO1,PI,2014,2015,305997,CONTRACT,PERFORMANCE TESTING OF SIX INCH TR-XTREME PIPE JOINT
Civil and Environmental Engineering,72343-1277,72343,"STEWART, HARRY E",HES1,CO,2014,2015,305997,CONTRACT,PERFORMANCE TESTING OF SIX INCH TR-XTREME PIPE JOINT
Civil and Environmental Engineering,72715-12147,72715,"DIAMESSIS, PETER J",PJD38,PI,2014,2015,72441,CONTRACT,MULTISCALE INTERACTIONS IN STRATIFIED TURBULENCE
Civil and Environmental Engineering,72771-2474,72771,"NOZICK, LINDA K",LKN3,PI,2014,2017,199380,GRANT,COLLABORATIVE RESEARCH: AN INTERDISCIPLINARY APPROACH TO MODELING MULTIPLE STAKEHOLDER DECISION-MAKING TO REDUCE REGIONAL NATURAL DISASTER RISK
Civil and Environmental Engineering,72845-3347,72845,"LION, LEONARD W",LWL3,PI,2014,2017,352579,GRANT,EXPERIMENTAL EVALUATION AND MODELING OF HYDRAULIC FLOCCULATION SYSTEMS UNDER CONDITIONS OF TURBULENT FLOW 
Civil and Environmental Engineering,73283-3795,73283,"STEDINGER, JERY R",JRS5,CO,2014,2015,407906,COOP,LOW TEMPERATURE GEOTHERMAL PLAY FAIRWAY ANALYSIS FOR THE APPALACHIAN BASIN
Civil and Environmental Engineering,73325-14827,73325,"EARLS, CHRISTOPHER J",CJE23,PI,2014,2017,395000,GRANT,STOCHASTIC INVERSION FRAMEWORK FOR MONITORING EVOLVING SURFACE SHIP MASS PROPERTIES DURING ARCTIC OPERATIONS
Civil and Environmental Engineering,74746-1271,74746,"PHILPOT, WILLIAM D",WDP2,PI,2014,2016,0,COOP,TEAMING AGREEMENT
Civil and Environmental Engineering,73712-1277,73712,"STEWART, HARRY E",HES1,CO,2015,2018,360000,GRANT,MODELING THE SPECTRAL REFLECTANCE OF WET SOILS
Civil and Environmental Engineering,73712-1271,73712,"PHILPOT, WILLIAM D",WDP2,PI,2015,2018,360000,GRANT,MODELING THE SPECTRAL REFLECTANCE OF WET SOILS
Civil and Environmental Engineering,73888-2026,73888,"COWEN III, EDWIN A",EAC20,PI,2015,2019,494177,CONTRACT,INFRARED QUANTITATIVE IMAGING OF MEAN AND TURBULENT RIVER SURFACE FLOW METRICS
Civil and Environmental Engineering,74444-17807,74444,"WARNER, DEREK H",DHW52,KP,2015,2018,450000,GRANT,REU SITE: INTERDISCIPLINARY MATERIALS RESEARCH
Civil and Environmental Engineering,74501-2766,74501,"HOVER, KENNETH C",KCH7,CO,2015,2016,200000,GRANT,PFI:AIR - TT: DEVELOPMENT OF TOOLS AND METHODS FOR EXTENDED MATURITY ANALYSIS OF CONCRETE
Civil and Environmental Engineering,76032-17807,76032,"WARNER, DEREK H",DHW52,PI,2015,2015,52000,CONTRACT,UNDERSTANDING THE MECHANICAL BEHAVIOR OF ADDITIVELY MANUFACTURED TI-6AL-V COMPONENTS FOR NAVAL AIR
Civil and Environmental Engineering,76492-12147,76492,"DIAMESSIS, PETER J",PJD38,PI,2015,2018,385949,GRANT,"HIGH REYNOLDS NUMBER STRATIFIED TURBULENT WAKES: INTERNAL WAVE ENERGETICS, SELF-SIMILARITY AND SUBGRID-SCALE MODELING"
Civil and Environmental Engineering,76615-1277,76615,"STEWART, HARRY E",HES1,PI,2015,2015,118306,CONTRACT,DIRECT TENSION AND SPLIT BASIN TESTING OF 6-IN. (150-MM) KUBOTA HAZARD RESILIENT DUCTILE IRON PIPE
Civil and Environmental Engineering,76615-1858,76615,"O'ROURKE, THOMAS D",TDO1,CO,2015,2015,118306,CONTRACT,DIRECT TENSION AND SPLIT BASIN TESTING OF 6-IN. (150-MM) KUBOTA HAZARD RESILIENT DUCTILE IRON PIPE
Civil and Environmental Engineering,77183-1271,77183,"PHILPOT, WILLIAM D",WDP2,PI,2015,2016,39999,CONTRACT,"UPDATE OF AIRBORNE LIDAR HYDROGRAPHY BLUE BOOK"""""
,15366-1193,15366,"BARBANO, DAVID M",DMB37,PI,1988,2015,4500952,GRANT,MILK TESTING METHODOLOGY IMPROVEMENT & STANDARDIZATION
,18354-3862,18354,"POPE, STEPHEN B",SBP2,PI,1990,2015,2963600,GRANT,INVESTIGATION OF NON-PREMIXED TURBULENT COMBUSTION.: REACTION AND DIFFUSION IN TURBULENT COMBUSTION
,18354-30970,18354,"PEPIOT, PERRINE",PP427,CO,1990,2015,2963600,GRANT,INVESTIGATION OF NON-PREMIXED TURBULENT COMBUSTION.: REACTION AND DIFFUSION IN TURBULENT COMBUSTION
,23698-3207,23698,"COFFMAN, W. RONNIE",WRC2,PI,1992,2017,2821902,CONTRACT,ISAAA AMERICENTER ADMINISTRATION
,38854-28167,38854,"MASTER AGREEMENT, OSP",,PI,1994,2014,0,COOP,MEMORANDUM OF AGREEMENT (MOA)
,30136-3348,30136,"BRYANT, RAY B",RBB1,PI,1995,2030,0,COOP,MOU:  144A MAJOR LAND RESOURCE AREA
,33351-2306,33351,"HERTER, TERRY L",TLH10,PI,1997,2015,14282172,CONTRACT,FORCAST: A WIDE-FIELD INFRARED CAMERA FOR SOFIA
,35462-3820,35462,"MILLER, WILLIAM",WBM8,PI,1998,2018,2684087.5,GRANT,DUTCH FLOWERBULB AND NURSERY STOCK (INCLUDING PERENNIALS) RESEARCH PROGRAM
,35235-2159,35235,"SQUYRES, STEVEN W",SWS6,PI,2000,2015,300182,CONTRACT,2003 MARS EXPRESS HIGH RESOLUTION STEREO CAMERA (HRSC) INVESTIGATION
,37608-1752,37608,"DAVIS, HARRY F",HFD1,PI,2000,2017,2175000,GRANT,BIOMOLECULAR DYNAMICS OF COMBUSTION REACTIONS
,39317-24767,39317,"HERNANDEZ, SARA X",SH267,CO,2000,2016,417975,GRANT,"MINORITY PH.D. GRANT IN SUPPORT OF RECRUITMENT AND RETENTION ACTIVITIES IN THE DEPTS OF SCIENCE, MATHEMATICS AND ENGINEERING"
,39317-3944,39317,"ZEHNDER, ALAN T",ATZ2,PI,2000,2016,417975,GRANT,"MINORITY PH.D. GRANT IN SUPPORT OF RECRUITMENT AND RETENTION ACTIVITIES IN THE DEPTS OF SCIENCE, MATHEMATICS AND ENGINEERING"
,39361-2159,39361,"SQUYRES, STEVEN W",SWS6,PI,2000,2015,39396457,CONTRACT,MARS EXPLORATION ROVER: MARS EXPLORATION ROVER PART I
,40914-1358,40914,"WIEDMANN, MARTIN",MW16,PI,2001,2017,114000,CONTRACT,"LISTERIA MONOCYGTOGENES SAMPLES: LISTERIA MONOCYTOGENES, CRONOBACTER SAKAZAKII, AND SALMONELLA REFERENCE STRAIN COLLECTION"
,41123-2256,41123,"ECKENRODE, JOHN J",JJE1,PI,2001,2015,0,COOP,MOU - SURVEY OF CHILD AND ADOLESCENT WELL-BEING
,42734-3294,42734,"EALICK, STEVEN E",SEE3,PI,2001,2019,8100000,CONTRACT,MEMORANDUM OF UNDERSTANDING
,41562-945,41562,"SULLIVAN, ROBERT J",RJS33,PI,2002,2015,810958,CONTRACT,PHYSICAL AND MECHANICAL PROPERTIES OF MARTIAN SOILS ALONG MER TRAVERSES
,43731-2536,43731,"RASMUSSEN, KATHLEEN M",KMR5,PI,2002,2016,110910,CONTRACT,LEADERSHIP TRAINING IN NUTRITIONAL SCIENCES
,45152-3278,45152,"CHRISTY, RALPH",RDC6,PI,2003,2016,896860,GRANT,AGRICULTURAL INPUT AND OUTPUT MARKETS IN EAST AND SOUTHERN AFRICA
,44771-3205,44771,"RALPH, DANIEL",DCR14,PI,2004,2015,179802150,COOP,NNIN: NATIONAL NANOTECHNOLOGY INFRASTRUCTURE NETWORK
,46278-1174,46278,"BIRMAN, KENNETH P",KPB3,CO,2005,2015,5902793,COOP,TEAM FOR RESEARCH IN UBIQUITOUS SECURE TECHNOLOGY (TRUST)
,46278-2184,46278,"SIRER, E GUN",EGS7,CO,2005,2015,5902793,COOP,TEAM FOR RESEARCH IN UBIQUITOUS SECURE TECHNOLOGY (TRUST)
,46278-3259,46278,"WICKER, STEPHEN",SBW11,PI,2005,2015,5902793,COOP,TEAM FOR RESEARCH IN UBIQUITOUS SECURE TECHNOLOGY (TRUST)
,46278-1409,46278,"SCHNEIDER, FRED B",FBS2,CO,2005,2015,5902793,COOP,TEAM FOR RESEARCH IN UBIQUITOUS SECURE TECHNOLOGY (TRUST)
,47057-3932,47057,"ALDWINCKLE, HERBERT S",HSA1,PI,2005,2016,113710,CONTRACT,FIELD TRIAL ACTIVITIES
,47466-21128,47466,"FISHER, WILLIAM L.",WLF9,PI,2005,2015,0,COOP,MASTER COOPERATIVE AGREEMENT
,48252-1861,48252,"ZINDER, STEPHEN H",SHZ1,PI,2005,2015,1050000,CONTRACT,ANAEROBIC BIODEGRADATION OF DICHLOROBENZENES AND MONOCHLOROBENZENE
,48360-856,48360,"DUCHARME, NORMAND G",NGD1,PI,2005,2015,3694686,CONTRACT,LARYNGEAL PACEMAKER IN HORSES
,48360-11544,48360,"CHEETHAM, JONATHAN",JC485,CO,2005,2015,3694686,CONTRACT,LARYNGEAL PACEMAKER IN HORSES
,48719-2823,48719,"COATES, GEOFFREY",GC39,PI,2005,2017,1833000,GRANT,DEVELOPMENT AND APPLICATION OF CARBONYLATION CATALYSTS FOR THE SYNTHESIS OF BIODEGRADABLE POLYMERS
,49440-3798,49440,"TEUKOLSKY, SAUL A",SAT4,PI,2005,2017,3136000,CONTRACT,SIMULATIONS OF EXTREME SPACETIMES
,49507-21387,49507,"BLOCK, WILLIAM",WCB67,PI,2005,2017,0,COOP,NEW YORK CENSUS RESEARCH DATA CENTER (NYCRDC) CONSORTIUM MEMBERS AGREEMENT
,51658-2578,51658,"THOMAS, PETER C",PCT2,PI,2005,2016,284462,CONTRACT,MARS RECONNAISSANCE ORBITER MARCI/CTX SCIENCE INVESTIGATOR TEAM
,52351-2159,52351,"SQUYRES, STEVEN W",SWS6,PI,2005,2015,639887,CONTRACT,PARTICIPATION IN THE HIRISE MISSION
,53229-28167,53229,"MASTER AGREEMENT, OSP",,PI,2005,2015,0,CONTRACT,PSERC UMBRELLA
,50631-28167,50631,"MASTER AGREEMENT, OSP",,PI,2006,2013,0,CONTRACT,TECHNICAL SUPPORT FOR FARM WASTE MANAGMENT INITIATIVES
,50776-28167,50776,"MASTER AGREEMENT, OSP",,PI,2006,2016,0,CONTRACT,SPONSORED RESEARCH MASTER AGREEMENT
,50803-1101,50803,"BROWN, SUSAN K",SKB3,PI,2006,2015,500000,CONTRACT,APPLE BREEDING SELECTIONS
,50821-3782,50821,"HAJEK, ANN E",AEH4,PI,2006,2015,570054,GRANT,ASIAN LONGHORNED BEETLE
,51272-2159,51272,"SQUYRES, STEVEN W",SWS6,PI,2006,2016,606486,CONTRACT,DR. STEVEN SQUYRES PARTICIPATION IN: MARS SCIENCE LABORATORY (MSL) INVESTIGATIONS - ALPHA PARTICLE X-RAY SPECTROMETER (APXS)
,51816-2578,51816,"THOMAS, PETER C",PCT2,PI,2006,2017,438665,CONTRACT,LUNAR RECONNAISSANCE ORBITER CAMERA PHASE C/D AND E
,52127-28167,52127,"MASTER AGREEMENT, OSP",,PI,2006,2018,0,CONTRACT,MASTER AGREEMENT FOR VETERINARY CLINICAL TRIAL SERVICE AND RESEARCH
,52965-41769,52965,"KLINCK, HOLGER",HK829,PI,2006,2015,14979817,CONTRACT,NORTHEAST GATEWAY DEEPWATER PORT NORTHERN RIGHT WHALE MONITORING AND MITIGATION PLANNING
,53230-2309,53230,"SCHULER, RICHARD E",RES1,PI,2006,2015,143466,CONTRACT,PSERC - SCHULER
,53233-3099,53233,"THOMAS, ROBERT J",RJT1,PI,2006,2015,524276,CONTRACT,PSERC - THOMAS
,53234-3913,53234,"SCHULZE, WILLIAM D",WDS3,PI,2006,2015,346354,CONTRACT,PSERC - SCHULZE
,53236-3695,53236,"MOUNT, TIMOTHY D",TDM2,PI,2006,2015,552278,CONTRACT,PSERC - MOUNT
,53731-1737,53731,"WAYNO, FRANK",FJW2,PI,2006,2015,56570,CONTRACT,PSERC FUNDING - WAYNO
,52110-3035,52110,"WALKER, LARRY P",LPW1,PI,2007,2015,8787980,GRANT,BIOBASED TRANSPORTATION RESEARCH GRANT
,52687-3414,52687,"SETHNA, JAMES P",JPS6,PI,2007,2016,2019070,GRANT,DEFORMED MATERIALS: TOWARDS A THEORY OF MATERIALS MORPHOLOGY DYNAMICS: PRIOR TITLE: CONTINUUM PLASTICITY: FROM GRAIN BOUNDARIES AND COARSENING TO CELLULAR STRUCTURES AND RECRYSTALLIZATION
,52787-2285,52787,"ARIAS, TOMAS",TAA2,PI,2007,2015,1665000,GRANT,CROSS CUTTING TOOLS FOR THEORETICAL ORGANIC PHOTOVOLTAIC RESEARCH
,53192-2599,53192,"BRADY, JOHN W",JWB7,PI,2007,2015,0,CONTRACT,MASTER IP MANAGEMENT PLAN: BIOENERGY SCIENCE CENTER (BESC): IP MANAGEMENT PLAN
,53620-28167,53620,"MASTER AGREEMENT, OSP",,PI,2007,2017,0,CONTRACT,SPONSORED RESEARCH UMBRELLA AGREEMENT
,53962-2702,53962,"BOWMAN, DWIGHT D",DDB3,PI,2007,2016,465099,CONTRACT,EVALUATION NOVEL IMAGING TECHNOLOGY FOR THE ENUMREATION AND OBSREVATION OF GASTROINTESTINAL NEMATODES IN VIVO IN COMPANION ANIMALS (ALICE LEE)
,54214-28167,54214,"MASTER AGREEMENT, OSP",,PI,2007,2015,0,CONTRACT,ACADEMIC PARTNERSHIPS MASTER AGREEMENT
,54358-16427,54358,"ZIMMERMAN, RAY D",RZ10,PI,2007,2015,528843,GRANT,PSERC - ZIMMERMAN
,54747-26967,54747,"WORRALL, LAURIE S",LSW72,PI,2007,2016,355805,COOP,NEW YORK CAMPUS COMPACT VISTA PROGRAM: PROJECT #06VSANY018
,56080-28167,56080,"MASTER AGREEMENT, OSP",,PI,2007,2012,0,COOP,MASTER AGREEMENT: NYS FARMERS' MARKET NUTRITION PROGRAM (FMNP)
,56270-2434,56270,"VIANDS, DONALD R",DRV3,PI,2007,2015,172790,COOP,REGIONAL BIOMASS FEEDSTOCK PARTNERSHIP
,54163-972,54163,"SALOFF-COSTE, LAURENT",LPS2,PI,2008,2016,2354208,GRANT,EMSW21-RTG: INTERDISCIPLINARY TRAINING IN THE APPLICATION OF PROBABILITY
,54163-2587,54163,"SAMORODNITSKY, GENNADY",GS18,CO,2008,2016,2354208,GRANT,EMSW21-RTG: INTERDISCIPLINARY TRAINING IN THE APPLICATION OF PROBABILITY
,54163-1455,54163,"RESNICK, SIDNEY I",SIR1,CO,2008,2016,2354208,GRANT,EMSW21-RTG: INTERDISCIPLINARY TRAINING IN THE APPLICATION OF PROBABILITY
,54629-1113,54629,"AVEDISIAN, C T",CTA2,PI,2008,2016,709997,GRANT,COMBUSTION OF JET FUEL (JP8) AND SURROGATE FUEL DROPLETS IN MICROGRAVITY
,55216-7008,55216,"LIDDELL WATSON, CHEKESHA",CML66,PI,2008,2015,1322000,GRANT,SELF-ASSEMBLY OF NON-SPHERICAL COLLOIDS: NEW REDUCED SYMMETRY CRYSTALS AND MESOPHASES FOR TEMPLATING FUNCTIONAL MATERIALS AT FINE SCALES
,55216-11404,55216,"COHEN, ITAI",IC64,CO,2008,2015,1322000,GRANT,SELF-ASSEMBLY OF NON-SPHERICAL COLLOIDS: NEW REDUCED SYMMETRY CRYSTALS AND MESOPHASES FOR TEMPLATING FUNCTIONAL MATERIALS AT FINE SCALES
,55216-3543,55216,"ESCOBEDO, FERNANDO E",FE13,CO,2008,2015,1322000,GRANT,SELF-ASSEMBLY OF NON-SPHERICAL COLLOIDS: NEW REDUCED SYMMETRY CRYSTALS AND MESOPHASES FOR TEMPLATING FUNCTIONAL MATERIALS AT FINE SCALES
,55226-3032,55226,"GIANNELIS, EMMANUEL P",EPG2,PI,2008,2015,24987685,GRANT,KAUST-CORNELL CENTER FOR RESEARCH AND EDUCATION
,55633-1082,55633,"STROGATZ, STEVEN H",SHS7,KP,2008,2016,7939359,GRANT,"COLLABORATIVE RESEARCH: COMPUTATIONAL SUSTAINABILITY: COMPUTATIONAL METHODS FOR A SUSTAINABLE ENVIRONMENT, ECONOMY AND SOCIETY"
,55633-1866,55633,"GOMES, CARLA P",CPG5,PI,2008,2016,7939359,GRANT,"COLLABORATIVE RESEARCH: COMPUTATIONAL SUSTAINABILITY: COMPUTATIONAL METHODS FOR A SUSTAINABLE ENVIRONMENT, ECONOMY AND SOCIETY"
,55633-3661,55633,"HOPCROFT, JOHN E",JEH17,CO,2008,2016,7939359,GRANT,"COLLABORATIVE RESEARCH: COMPUTATIONAL SUSTAINABILITY: COMPUTATIONAL METHODS FOR A SUSTAINABLE ENVIRONMENT, ECONOMY AND SOCIETY"
,55633-3166,55633,"CONRAD, JON M",JMC16,CO,2008,2016,7939359,GRANT,"COLLABORATIVE RESEARCH: COMPUTATIONAL SUSTAINABILITY: COMPUTATIONAL METHODS FOR A SUSTAINABLE ENVIRONMENT, ECONOMY AND SOCIETY"
,55633-2092,55633,"SELMAN, BART",BS54,CO,2008,2016,7939359,GRANT,"COLLABORATIVE RESEARCH: COMPUTATIONAL SUSTAINABILITY: COMPUTATIONAL METHODS FOR A SUSTAINABLE ENVIRONMENT, ECONOMY AND SOCIETY"
,55633-1630,55633,"SHMOYS, DAVID B",DBS10,CO,2008,2016,7939359,GRANT,"COLLABORATIVE RESEARCH: COMPUTATIONAL SUSTAINABILITY: COMPUTATIONAL METHODS FOR A SUSTAINABLE ENVIRONMENT, ECONOMY AND SOCIETY"
